110110001,000011011,101000101,111001010,011011100,001101001,100111110,001110010,010100111
001111010,111110001,001101101,101000110,110011100,011010111,110001011,100110111,010100110
101100011,011100110,110010011,001011011,010101011,000110101,111111000,111001101,100111110
001011010,101100011,001110100,011010001,110010110,011001111,111101000,010111011,100011101
100111011,110001101,010011110,110100110,101011100,111010011,001001111,011110101,011101000
000111110,101010111,111011100,110101101,101101010,110110010,011011011,001110001,011100110
001111001,101110100,110010011,001011110,100101111,011100111,111001000,010111010,010011101
100111011,010101110,111011010,101001100,010011101,110110100,110000111,111101001,001110111
101010011,001110101,111001101,010010111,011011010,110110001,000101011,111100110,100111110
011011001,010110010,101111100,101010111,110001110,110100101,101101011,000111111,011100110
110010111,100101011,111011000,001011101,010111110,110101101,101100110,011110001,011001011
001011111,101110100,100111011,011110001,110010111,001100111,111001010,010111110,110101101
111111000,100110011,101101111,101010110,110000101,001110101,011011011,010111110,011100010
011110010,110111100,100010111,110101011,001111101,111011001,101001110,111100101,010001111
110111001,101101100,100010111,010011100,111001011,011100101,111110010,001111011,010101110
100101011,011101110,011011011,101001101,010111101,101111000,110010111,111100001,001110111
001011111,101110100,000110001,110011101,010110110,011100101,111010011,011111000,100101011
010101101,100101110,011011100,101011101,110011011,110110100,111000111,111101000,001110011
010101101,000110110,100110011,111110000,110011110,111000111,101101010,011011011,101011101
111010101,100100011,101111100,110101101,111001010,001001111,011111001,010011110,011100110
