110100100,110011010,100010101,100101011,001111100,111001001,101000110,011110011,010001111
101010011,001111101,111001100,010011111,011111010,110110001,100101011,011100111,100110110
110110001,101010111,000111101,010100111,101101010,111001101,110011110,011110100,011011011
110100111,100011001,010011100,001101101,000111010,111101000,101010110,011110001,011001011
001011011,101110100,100110011,111010001,110010110,011100111,111101010,010111000,100001101
001011010,011101001,011000110,101000011,110110010,010011111,100101110,001110101,111011100
001101001,110001101,001011110,011110100,111101010,100111000,010111011,100100111,111010011
010111100,101101101,100110111,100011001,110001110,011010101,111110010,001011110,010101011
001111101,100101111,101110010,110110001,110011100,011100110,111001011,000010111,010111010
011111000,110110001,101101100,101010010,110011110,011010101,111001011,000111111,011100110
111011000,100010011,001110101,110001101,101101001,001001111,010111011,100111110,111100110
001110011,100001111,010010111,011011010,000111100,011101101,110111001,111100110,101010101
100111010,010101110,011011010,101001100,010011101,111110100,110000111,111101001,001110111
000111110,110101101,111011100,100010111,101001010,110110010,011011011,101110001,011100110
111100010,111011100,010101110,001001011,101101101,001110111,010111001,110000111,100111010
001110111,101000101,011101001,101101110,100111001,010011100,110100111,111110000,111011011
001100011,011110110,110110011,011011001,010101101,101110101,111101000,111000111,100011110
000111011,100001101,001011110,110110110,101110000,111010011,001100111,011111101,111101010
110001101,011010110,101100101,101011011,011101001,101111100,110110001,000111111,110101010
011011110,011101001,111000100,110111100,101101110,101011001,110001011,000110111,111110010
