Score: 92.0, Count: 1
Score: 87.0, Count: 1
Score: 86.0, Count: 1
Score: 82.0, Count: 1
Score: 80.0, Count: 1
Score: 76.0, Count: 1
Score: 74.0, Count: 1
Score: 72.0, Count: 4
Score: 71.0, Count: 2
Score: 70.0, Count: 2
Score: 68.0, Count: 2
Score: 67.0, Count: 1
Score: 66.0, Count: 1
Score: 65.0, Count: 1
