01001101011,01010101101,11000111100,00101011101,11111001000,10011110001,00110111010,11010011011,10011001110,11100100111,01011010110
01110000101,01011001011,01001111100,00111110010,11101100110,11101010001,11110101000,00100111011,10110011110,10011101101,11010110011
10011100011,00110010111,10001011011,11000100101,01001110110,10100110010,01010111001,11010001110,01101101011,00111101100,11111010000
01001010111,11100001110,11010111100,01111011000,01011101011,00110011111,10011000101,01100100101,11110010011,10101111001,00111110110
01111100010,00011011011,01001111000,01111010101,11010010110,11001000011,11110001001,01000101111,10111001110,10011100101,10100110011
00100111010,00010011111,01001101110,01100110101,01111101001,01001010011,11010110000,11100001011,11111011100,10001111001,10111100111
00001100111,11000111010,10111101001,01010001011,11110000110,00110111110,10010010101,01101011100,01100110001,10101010011,01011110010
10011101011,10110110101,01001111101,11111100100,00011010110,01110001111,01010110011,11000111110,11101010011,00111111010,11010011000
01110111001,00111010111,10100011011,10111111000,10010101111,11110010110,11011110011,11101100101,01001111110,01111001010,11011011101
00111111010,11110101110,01001101011,11101011000,01111000101,10101100101,11001010110,10011001011,00100011111,00010111101,11110110011
01011011101,00110011010,11100011101,10111110000,10001101111,11010101100,11000110011,00110100101,01101110110,01101101001,11111000011
11001010101,10011110010,01011011000,10101111100,10010101101,11110000110,11100111011,00110110101,01001101110,11111100001,00111001011
00100100111,01101111010,11111100000,00110010011,01010111101,11001010111,10101011101,11100001011,01111001110,10011101011,10010111110
00110101010,10101100100,01111001101,10011111000,11000101001,10100011110,11010000110,01110110100,01001111110,11101010011,00010110111
10110010011,11101000110,00001001111,00111100101,11110001101,01000110101,10101101001,10010111110,11011100011,01100101010,01111011000
00001110011,01011001011,00111010100,10110100001,01010100110,11101000111,11110010010,01100111101,10101101010,11001110000,10010011111
00100101111,10010111001,11111001001,01111111010,01110010011,10110011110,01001011111,00111110101,11100110100,10101110011,11011100110
01101010100,00110011110,00111100010,00001110111,01100101101,01011001110,11000111010,10101001011,01011011001,10011111100,11010000111
10110110010,00111011101,11001010100,10110100101,01011110011,11010001011,01010111100,01100010111,01101101110,11100111001,10000111111
00111011101,11110010110,11101001100,10101110000,01100111010,01111100111,11000110101,10100001111,11001011011,10011101110,11110101001
