101001100101110,011001011001101,000101101110101,001000001111011,101100010010111,110010000111101,111011101010000,000011110011011,110000111100011,100111011101000,010110101001110,011111000100011,011100110111000,010011011110110,001010111100101
110100000011001,111000011010101,011101001110010,001110011101001,010010111011010,100101011001110,100011010110011,110001101101001,110110001100110,101000100111100,010100110100111,000111101010101,011011000001111,111111110000000,101100101000011
010001110011110,001111010011001,100100111010101,110011001010011,001000001111111,110001011101001,011010111000100,110110000001111,000010110100011,000111011100110,111100010110010,010110101111000,101011100111100,101101101001010,011101100100101
101110101100010,111000110111100,111111010000010,000101000111110,000110010101001,011001100101011,100011110010011,010011001110000,001000011110111,110101111100101,101101001011001,001011111001100,010100111011010,011110100010101,110010001001111
011101010101001,001011011100011,100101011110101,001001100111110,011100111010010,101111000011011,010111001001110,010011101011001,110101100100011,111000001001111,101110101101000,110010010111010,111011110000100,011110000110101,000110110001111
110010011010111,001100101010011,101000000111101,110110100110000,100001110011010,011011000011011,111101010000001,010101001011100,010001100100111,101011101000100,111100000001110,001111010110110,011000111101000,100111001101011,000110110001101
110000110011101,100111101010001,101010011011010,011110100111000,000101011111100,101100000110111,010011010110011,101001110101010,111001001101001,011001101010110,110111000001110,011100111000011,111010111100100,001011010001101,000010101101111
110011100001001,111100101111000,001010011101001,011001111000100,010110110110101,010011001110010,100101010111110,001101100100011,100110111000010,001010100011110,111110000100110,100000101100111,111000010010011,010100001001111,101111001010101
110010001010111,100110110011001,000000111011110,111000010111100,010011010101010,100101011110010,001011001111001,010101011001101,101011111000100,010000111100001,011001110010011,111100101001010,010111100110100,001110010100111,100001100101111
101001100101110,111101011001101,100101101110101,101000001111011,101110010010110,110010000111101,111011101010000,000011110011011,110000110100011,100111011101000,010110101001110,011111000100011,011100110111000,010001011110110,001010111100101
110100110101001,000111011110001,010100101010111,001010110110110,111010011000101,001110001101011,100011100001111,101101111000010,010001011101110,001101010011101,011111000100100,011011101011000,100100001111100,111001000110011,110110010011010
010111000001101,011010011010100,100101101010100,011100101101110,110110110100000,001101010111000,101000110001101,100100011100101,111100000010011,001111010000110,100010000111110,000110111011011,101011101100001,110001011001010,010001110110111
110110110100100,011010110011010,111001111000001,011101100110010,011110001010101,001111010101011,101011010010110,101000100101111,100110101010011,010000011110111,101100011111000,000011101101100,110101001001110,110011000111001,000101110011101
110010001010111,100110110011001,000000111111110,111000010111100,010011010101010,100101011110010,001011001111001,010101011001101,101011111000100,110000111100001,011001110010011,111100101001010,010111100110100,001110010100111,100001100101111
110100000011001,011000011010101,011101001110010,001110011101001,010010111011010,100101011001110,100011010110011,010001111101001,110010001100100,101000100111100,010100110100111,000111101010101,011011000001111,111111110000000,101000101000011
101001100101110,111001010001101,000101101010101,001000001011011,101110010010110,110010000111101,111011101010000,000011110011011,110100111100011,100111011101000,010110101001110,011111000100011,011100110111000,010001011110110,001010111100101
101001100101110,011101011001101,000101101110101,001000001111011,101110010010110,110010000111101,111011101010000,000011110011011,110100111000011,100111011101000,010110101001110,011111000100011,011100110111000,010001011110110,001010111100101
001111010010000,100110011100101,101010110000110,110011110101000,010110100110110,101000101110000,111100110011101,111110001001010,011011101000101,110001011010110,100101100000011,000010111011011,011000010100011,001101111101110,101011000111111
010011101111010,011111010101010,101010000111100,101100101100010,110110110010000,111011100000110,110101100101101,101011111001001,011111001010101,100101011011110,011000111001100,000110100001111,111000000011011,110010011100111,001001110110111
101001001011110,011010010110110,111111011011000,100010111101010,001111100101100,111100101110100,100111001110111,010001011101101,110101110000110,001100111011111,011011101000011,010101100111010,110010100011101,111100000101011,101001110110001
010111101111100,100011101000111,001101001110011,001011010101101,010011011011011,100000011110101,100110011101010,110101110100001,111100001001101,000100110011111,110001000101110,111111010010110,011000111100110,101001111011000,111010100111011
