1101000011,1000011101,0011010111,1111110000,0000110011,1010101110,0100100101,0110011011,0011101001,0101111110
0111001010,1001010011,0101010101,0100110010,0010011111,1110010001,1100101001,1100000110,1011111100,0011100111
1011100001,0011101110,0110001001,0101111000,1000101011,1101000101,1010011100,1111010010,1110100100,0010110111
0111100001,0110011011,0010110111,1000101001,0110101100,1110000111,1101010101,1101110010,0001001111,1011011000
1001110011,0010101101,1011010100,1011001010,0111010011,1110100001,0101100110,1100011110,1101001101,1010000111
1111010101,1011001011,1001011100,0010010010,1100111001,0100001111,0010101101,0111101000,0001110011,1100100110
1101011000,0001001101,0101100010,1110101011,0110010100,1011101100,1100110101,1011010011,0000111110,1100000110
0100110110,0000011101,1010101011,0011101110,1110001100,0111011010,1011110101,0101101001,1001000111,0110000111
1011001000,0011110001,0101101101,0110110110,1000111100,1001010111,1100011001,0010101011,0001011010,1101100010
0001101110,0111010100,0010010111,1010110100,1100011101,0110101001,1101110011,1001100101,1110000110,1011001011
1110010101,1110011011,1100101100,0101110001,1011100000,0110100111,1000110111,0011011110,1001001101,1101000110
0010011101,1011110101,1001010011,0101000111,1100101001,0011101011,1011001100,1110110010,0000111110,0101111000
0001110001,1101110110,0110100111,1000010101,1111001001,0010011010,0100111100,1000101011,0100010011,0001001111
1001110110,1000010101,1100101100,0101000111,1110000110,0010011110,1011101001,1000101011,1101011010,0110110001
0011001011,0100010111,0111100001,1101000010,1110101100,0111011000,0001111010,1010110010,1001010101,1100111001
1100101110,0001111000,1010011010,1001101011,1111100000,0101010110,1100011001,0110110111,1000110100,0011001101
1001011010,1010001111,1011100100,1111010101,1111001010,0101100111,1100111001,0011111001,0101001100,0110110110
1101011010,1110001001,0100101110,1001011101,0011001100,0010111011,0101111000,1011100011,1010110100,0111010111
1100000001,1001110000,1010100100,0011010101,1101001100,0100111111,0111100010,0110111000,0011101001,1010011010
1101010011,1110000110,1000101011,1100100101,0011000111,0001110110,0111011100,0110110011,1011100000,1010010101
0011101100,0110100011,0010000101,0001000111,1001110001,0000111110,1111010110,1010001011,0101011001,1100101101
0010100001,1110100010,1010001100,0100110100,0011111010,0110011011,1101001001,0111000111,0000101111,1001010111
0111110000,0011100101,0000101010,1110101100,0100010111,1111001010,0010011001,1010110011,1001011110,1101101001
0001000111,1010010110,0101010101,0110001011,1101100010,0000111110,1001011001,1000100101,1100001110,0011101100
1110001010,0111100001,1100100101,1011110110,0110010111,1101011000,1011001101,0001101111,1001000011,0101000110
0101111000,1111110010,0111011011,1010101001,1000011110,1100001110,0011001100,1101010101,0110110100,0001100111
1101011001,1111000100,0110101111,0100010111,1110100010,1100111100,1001100111,0011110000,1011011110,1010010101
0111101110,1000100111,0011110011,1111010010,1011001101,1001111100,0110010101,0101010111,0000011011,1101101001
0011001001,0101100101,0001111000,1000110011,0010010111,1101001110,1110101100,0110101010,1011100110,1111010000
1001100110,1110101110,1110000101,1101011010,0110110011,0000011111,0101001011,0101111100,1011111001,0011010110
