1110100100,0110011101,0011110110,1101011110,1111000001,0110101010,0001101101,1010111000,1100110011,1010001111
1101101001,1110111100,0111100000,0110001111,0100110011,1101000110,1011010101,1011011010,0001111110,1010100111
0010110110,1000111001,1010000011,1110101010,1111100101,0111011001,0001101111,1101110010,1011011100,1100011111
0101000101,1110000111,0011011011,1001100011,1110101001,1101011100,0100111111,0011101110,1010110101,0111110010
1011011101,1111000111,0011101011,1100101100,0110110101,0011110110,1101110001,1110011010,0101011111,1000110111
0011100011,1011010101,0000111111,0110110100,0101111001,1110010011,1110101101,0111001111,1011111010,1101100110
0010111001,1110010010,0011010101,0101001011,1110100101,1101011100,0100111110,1011101110,1001110011,0111110000
0111011001,1010010100,0011000111,1011001010,1001101101,1001010011,0010111011,1111100000,0101111110,1100001111
1001110101,1110010110,0110111100,0111110011,1100111011,0001011111,1011111010,1101101110,1010101111,1111001001
0110111110,1110110001,0101101011,1000101111,0111001101,1011101000,0011110111,1101110100,1001011011,1111000010
1100101001,1100110110,0110011010,1111010100,0101101100,0001011111,1011101010,0111110011,0110000111,0010111101
1100011101,1101101110,0111001001,1011000111,1010101011,0011111100,1111110000,0001011011,0110110111,1110011010
1111100100,1010101101,0011001110,1001110010,0100100111,1100111110,0111111001,1110010011,1101001011,1001010101
1111100001,0110010111,1000110101,1011110010,0101111001,1110111100,1101000110,1100001011,0011101111,1011011101
0101110101,1000011101,1001101011,1100000111,1111001100,1110010001,0111011011,1011010110,1100111010,0010101111
0101101100,0100110011,0111000011,1011110110,1001100101,1101011000,0011111001,1000101010,0001011111,1110011101
1010110110,0011011100,0110111001,1000101101,1111101000,1011010001,0101110100,0011100111,1100001111,0001111010
1111011010,1110111001,0011101011,1010100110,1011010101,1101100011,0100110110,1101101100,1000011111,0110001111
1010101111,1001011101,0011100101,0101101011,1101101100,1111000111,0110011001,0011011110,0100110111,1011110010
1011011010,1000111111,0001001111,0001111100,1011100111,0110101110,0101110011,0110010101,1111101001,1101000110
0010110100,1110011001,0011001010,1110000110,1101111100,0101110011,0100011111,0111101101,1000101011,1001010101
1001110011,0110110101,0010101011,1010010110,1100011101,1101100110,1111000001,1110111000,0111011010,0011101100
0100011110,0010100111,0001101010,0110111001,1011111100,1110101010,0111010010,1101110101,0111001101,1000011011
0110010100,0101111001,1010011001,1110101010,1101001101,1101010011,0011001010,1011100001,1001111110,0000100111
1001110110,0111100111,1011001101,1010101001,0011011010,0101101100,1111010000,1101001011,0100011101,1110001110
1111111010,1101001011,0100011110,0100111001,0011101111,1110101100,1001011100,1000110111,0111010101,1010011011
0011101001,0010110011,0111011100,1110000000,0100101010,1001011011,1101110000,0101000111,1011100110,1000111101
0110111011,1010111100,1001011011,0111001110,1101110010,1110000111,1111010001,0101101101,0011110111,1011101011
0111011101,0110101010,0011110110,1011001011,1110010111,1010111100,1111110001,1101011010,1101101111,1111000100
1000111011,0010001011,0100100110,0101011010,1101001101,1011101110,1111100011,1110101000,0011110101,1110010110
