0111110100,1000111001,1100101110,0110001101,1101000101,1010010110,1011101000,0001101111,0101011010,0110100011
1011001110,0011111100,0101101101,0010100111,1100111110,1001110011,1110010101,0110011011,0101010110,1111100000
1111100101,0100110111,0111011011,1101001110,1010001111,0010111100,0001101011,1011110010,1001010101,1100111001
1000011100,0110011001,0010110110,1010101001,0111101100,1110000111,1011010101,1101110011,0001001111,1011001010
0111110010,0011101111,0100011111,1101111000,1111001011,1110100101,1000110011,1101000110,1011010101,1010011110
1001011011,1010111000,0001111101,1111010101,1100110011,1010100111,1100001101,0110011110,0111101011,1101100110
1101101000,0111100001,0011110110,1010110011,0110111100,1011001101,1101010101,0111011010,0100101111,1110000110
0011101100,0110110110,0111011001,1110000100,1001010100,1101101010,1011100011,1010011010,0001001111,1000111101
0111010100,1110011001,1100111100,0001111011,1111100010,0110101111,1010110111,1010011110,1011101101,1101000111
1111011000,0010111100,0111100101,0110010110,1001001111,1011110011,1100110101,1110101011,0101111011,1101100110
1101010011,1011011100,1101101100,0111111010,1000111110,0100001111,1110111001,1011101011,0001110101,1110100110
1101111000,0001101101,0111110001,0000110011,1101100110,1010110100,1100010101,1011011011,0110011110,1110101011
1100011010,0101110010,0100101110,1011111100,0110010101,1111000110,0011011011,1010110011,1001010111,1101101001
0011001111,1010011011,1010100111,1110001110,0100111101,1001111100,1111000001,1101010111,0111110010,1101101011
1101110100,0110101110,0110110011,0111011010,1011100001,0001111111,0110011101,0111000111,1010010110,1100001011
0011011110,0010101101,0101101011,0101010101,1111111000,1000111110,1011110011,1111100110,1110011011,1001001101
1111001000,1110100111,0101011111,1010011001,1100111100,1001110010,0111110001,0100101011,0010111110,1001101101
1000100011,0100011011,0010110111,1001011110,1110101100,1111000011,1100010101,0101110010,0101101101,1011111001
1100011110,1101001001,0110111010,0110001111,0101010101,0011011100,1010111101,1011010011,0001101111,1111100100
0110110101,1010011001,0010101010,1100111110,1111001100,0101011011,0001101101,1101100001,1011110110,1010000111
0011111100,1001010011,1100111001,0110110111,1010011110,0101001111,1111000101,1011101011,0111011010,1101100110
0101110011,0100011101,1010111011,1110101110,1111011000,0011011110,1001110100,0011100101,1001001111,1110010111
1011001001,1110110011,0011110010,1101010100,0101101010,0000011011,1000111000,1001100111,1010001110,0110111101
0010001110,1001110010,1010100101,0111010100,1101001101,0100110111,0111100010,1100111100,0011111001,1110011011
1101000011,0101110010,1011100110,0110010111,0001010101,1000111111,0101101101,1110110001,0011001011,1111011100
1111000111,1000100101,0011011101,0111110100,1011110011,0010101110,0101101011,1110011001,1011101000,1001011110
0010101111,0100010110,0111100001,1110000011,1101101100,0111011000,0001001011,1011110010,1011010101,1100111001
0011000111,0111101001,1100100110,1011110010,0110110011,1101000011,1110011101,1000101011,0001110101,0101011110
1101011001,1111100101,0110101011,0100010111,1000110010,1110001110,1001101111,0111111100,0011010011,1010011101
0010010111,1010011100,1001100101,1111010010,1110101011,1101001111,0111011001,0011101110,1001111011,0100110100
