01000010001110111,00110011011101010,10001110011100100,10100100101001111,11011000010001111,10101011000111001,01011110101001001,01101001111100101,10010011111010101,01100111010011100,11110010100100100,11111101001010010,11000111110100011,00101010110010010,11000000111111000,00011101100111110,00110100010110001
11011010110010000,01101100010111011,00010101110010111,01100010101010110,10001000111001111,11110001011100011,01011001100101110,00010010101111001,10100001110111100,11001111001110101,10010110010101110,10111101001011010,01000111111001000,11110100100001101,00111011010001101,00111100111100100,10101111100100011
11011010110010000,01101100010111011,00010101110010111,01100010001010110,10001000111001111,11110001011100011,01011001100101110,00010010101111001,10100001110111100,11001101001110101,10010110010101110,10111101001011010,01000111111001000,11110100100001101,00111011010001101,00111100111100100,10101111100100011
10101100110110000,00111001100100101,00001111110000110,11110111000000011,00010100011110111,10001011011100001,11001000101100110,01011100111001001,01100101011101100,01010111101110000,01100010111010101,01001110000111101,00111010001011010,10010010110101100,10000101101011101,11011001010010100,01000001110111011
10010010100101111,00110101010101011,01101011001101101,01110100101111100,10110110011000101,01001100110100111,00111111100110100,01010011111010001,10100001110011101,10000101001110111,11111001101000010,10001111111101000,11011100000011001,00101110101011011,01000111000001110,00011000011011110,11100010010110010
11001100010110101,10101010111001100,00111111011100000,10000011011111011,00011001100111101,01100111110001001,01001111001001110,11010100101111000,01011000111000011,01110010001010101,01101010100111010,11011011110010000,11101001101100001,00100101111010110,10111100000011011,10010110100100111,11110001010101110
10111010100110110,11101101001010010,10100111110100001,01110001011100100,00001101110011100,11011011010001010,10010100011111010,10010001101001111,00111100010000111,01000110111000110,11011000111010001,01100000100111011,00001011011110011,00111110101001000,10100010011011101,11001100001101101,01010111000010101
10011110100101100,11101110001100010,01010111101001011,11110001010001110,10001101110100011,01001011111010100,11110100111010000,00110001101110110,01111000110101001,01010110010110111,01101100100011111,00011000011011010,00111101011000101,11000001001111101,10111011000010001,00100111010111000,10100010111001111
10101110001110000,01011111000010011,01001001011111010,11100011100011010,10010011001101110,11101011010100101,11011101100101000,01001110111000110,00001010100111101,01110000101100011,01110110010111100,10111000010001011,00100111111001001,00111001101010100,11010010111010001,11000100001011101,10000101110110111
10101111100110100,01100111111000000,11000010110100101,00011111100000011,10111001110001000,11101110010011011,10000100101101010,01110100100011101,01111000001100110,00001101011101101,01010011000111000,11010101010010110,00011010111011110,00100001110110011,10110110011110001,11001001101010001,10100011001001111
