111100110100,100010101110,101101100011,010101111010,110110001001,011000001111,001111001100,111011010010,100001011101,010011100101,001010111001,000110010111
101101001100,110000101110,100111100010,011110110100,000110001111,001001110111,110011010101,100100111001,010101011010,111100000011,011011101001,101010011010
011111010000,000111001111,111100001100,010100111001,011001101010,011010100101,100011111100,001100110110,110110100010,101010011011,110001010111,101101100001
101010100011,100010011101,011001110101,010110010011,001011011010,011110101100,100111110000,111101001001,101100010110,110011000110,000101101111,110000111010
110100010101,100110101011,011101100011,001000011111,100001110110,001110110100,010011111001,101101011000,101011000101,010111001110,111000101100,111010010010
101110000101,100110011010,101001001110,010111101100,110101000011,101101110000,011100010110,011011011001,111010100010,001100101011,000011110111,110000111101
101110010011,001010111100,010111010100,001101100111,111100001100,011011001010,100101111010,100011001101,110010100110,111001110001,010110101001,010000011111
000110111110,110010010101,101010101001,110101101100,001111000101,111110000010,010011001011,100101110011,101001011110,011100011001,011011110000,011000100111
011011010100,000101111100,100011110001,000110010111,011000111011,110101010010,110010101110,101110011000,010111001001,101001001111,111100100101,001111100010
001101110100,111011000110,101010111000,110111010001,011100011010,100001011111,001110001101,000111101010,110100101100,010010110111,101100100011,011001101001
010101100110,100010101111,001101001101,111100100001,001110110100,100101111000,110011010101,101111000010,011011101000,001001110011,010110011011,111000011110
000011011111,111000011110,100100101101,011010101011,011110010101,110011100100,001101100110,010101111000,101001110001,100110110010,110101000011,101111001000
011101010110,101001011001,010100111011,110101100101,011011101000,111010000011,100111001010,000011110111,110010011100,101110110000,001110001101,101000101110
011100100111,101101001010,011011010011,110001001101,000111101001,110101110000,101110010101,010110011110,111010101000,100011100110,100000111011,001001111100
000101110111,010010101101,110110010100,110011100010,100010011011,101110100001,111000000111,011100111010,001111001110,011011010001,110101001001,101001111100
001100111110,110110100110,011111010000,000011110101,011010101001,000111001011,110001111010,101101100001,011001000111,110100011101,101010010011,101011001100
010110100110,011100011101,111000110011,110001011110,101010001111,000111010011,100110111000,111111000000,001101101010,001011110100,010011101001,100101100101
110101000111,011011010100,100111110010,101101101100,111000110001,010111101001,101011001011,001110100111,100110011101,000001111111,011100011010,110010101110
101010000111,111100011001,010010110011,001110101010,000101011111,101001110010,110111000010,110000101110,100110110100,100011101001,011101100101,011011011100
100110001110,010101111010,110010100011,110001001101,111000010110,011111100100,101011111000,100100110101,011110011001,101101000011,001000101111,000011010111
001101110011,111100000110,101011001011,001010111110,100100011101,011011010101,111001111000,010001101111,110010110011,011110101001,010111011010,100111100100
011110001101,001100111011,100101001111,010011100011,001011011110,101111010001,110110011010,100010111101,111001101000,111000010111,101110100110,010101110100
100000111101,011100010101,111000110010,011011101001,101011010100,101110001011,110110100100,000111110011,110101011000,001101101110,010010011110,110001000111
010000111110,100011111001,111000010101,101101011010,001110110011,001011001111,111011100010,100101100111,110110001011,101110101100,011101101001,010111010100
101111000110,010111110010,001110011011,110110010101,011001010111,111011011000,101101110001,100000111110,110101001011,111010100011,011100101100,000011101101
001001011011,110101101001,100111110010,111101000110,001111100101,101000111100,010011101110,010100110111,011110011000,100110001111,110011010101,111010100011
111010101000,100111001011,001100111001,111100000111,010101101110,001010011110,101001110010,110001011101,100110110100,011111010000,001011100101,010010110011
111010010010,001011111000,110011100001,011010001101,010110110100,111100101000,100000111111,001110100011,010101011011,100111001110,101101010101,011001100110
101000110110,010110100111,111111000100,100011001111,100110111000,001101101101,111100001011,011011101010,001111010011,010101011110,110001110001,011010011101
010000101111,100011101010,101110100101,111100001010,001101110011,100101011101,010111000110,111001110100,010110111000,011011001001,001010011110,110010010011
011100111010,110100010101,001010011101,100001011110,010001101101,011001010011,101000100111,110010001011,011111000110,000111110011,101101001001,111011110000
011001111001,101001001111,011010101110,010001010110,010100001101,001111011100,100100111010,000111100011,100010110101,111110010011,111101100100,110011001000
