Score: 96.0, Count: 1
Score: 94.0, Count: 1
Score: 90.0, Count: 1
Score: 84.0, Count: 1
Score: 80.0, Count: 1
Score: 78.0, Count: 1
Score: 74.0, Count: 2
Score: 72.0, Count: 1
Score: 70.0, Count: 2
Score: 69.0, Count: 1
Score: 68.0, Count: 1
Score: 66.0, Count: 2
Score: 64.0, Count: 1
Score: 60.0, Count: 1
Score: 58.0, Count: 1
Score: 57.0, Count: 1
Score: 54.0, Count: 1
