11011111001100010,10100110101110110,10001011110011110,01000101110101111,01101001101111000,00010111111010001,11101000111000011,10110001001001101,11000010011111001,01100011000010111,11110100010011010,11110011110100100,11011100100010101,00011000011110110,10101101010110001,00111010100101011,01101110011001100
10000000111111100,01001001010011110,11010001110100011,00011011011101001,01110011001110110,00101101111100010,00110110110001111,10011111100010100,01110101101011001,10101001100101101,01101010110110001,11001010101001010,11100111011000101,10111000011010011,10000111000111011,11111100010101000,01011100001100111
10100011101101100,11110100111100001,11010000100011110,00010110011011101,10000111110000011,01001110111100110,11011011011000000,00011001101101011,00110001010110110,10011111100110000,01110111000001010,10101100011011010,01101101101010101,01101010110111001,11000011001110011,11001101010101101,10111010000000111
00110011110110100,10111000110010011,01100001111101001,01010110110011001,01010010101100111,11101010100001100,11110100010100101,10000111111000101,00001110010101111,01001100111110100,01100101100010111,01111111011000010,00111001001011101,11000001011011110,10011101100101010,11001011000110001,10100110001111010
00000101011111101,00101010000111111,11101110011000101,10111000111110001,11001001001110110,01100100101010111,10100111110010010,01011110110110100,11010011100011101,00011111101000011,10110100001101110,11001100110101011,01100011101101000,01110001010100111,00101001111001110,01111101000011000,01010010011011010
01111000001011101,00100100011110010,01001110011101000,01100010111000111,11110010000101110,10010000111101001,11101001010001011,00110111001001011,01010101110011110,00111111110100100,01011011100110011,11111100101000010,10001011101011110,11100110100011001,10011110010010111,11000101001100101,11110011011010000
01001100001111110,10001110110010111,00100101011011101,01010011011100011,10001011111111000,01100111100110001,11010011000011110,01110000110110100,00100010101001111,11010100101011001,11100101110101010,01111110010001000,00011101100101101,10111000000111011,00111101101010010,10110110001100100,11101001001000101
11101111110001000,10001010111010011,00111001101010100,01100010101111101,01001001010011111,11100100011000110,10001100100111110,10010111010110101,10111010000001111,00110100110011011,11011100011101001,11110001100100011,00101111001100011,11010111001011010,10000101101001101,00010011111101110,01011110100000111
01110110010011101,10100010011100111,11010011001011011,01100001101110101,11101101011010000,11111010100110010,00001111000110011,10111100101101001,01010111111100000,01101011110001011,00110001010111010,00011000111010111,10110101100000110,01001100001101110,10001011110111100,00111011001000100,00100110101011010
11011010110100100,11101000000011101,11001110001100011,00110011001101101,00101010111010001,00111100010001111,10000100011111100,10100111100000110,01000111010010101,11110101011000000,01101001010110110,10011011011011010,01001101101001100,01010000101010111,01110110100111010,11000001110101011,10011101100110001
01001011101011100,01001101011000111,00001111010111001,11110001010011101,01100010111010011,11001000001111011,00010101101011010,11000100110110100,10111110001010100,01111000111101000,11010011101100001,10011010110001111,00101001100110111,11101111100001010,10100011011101110,01110110000101111,01011011010110010
11110100101001110,01010011001011111,10111010100010001,01101011111000010,00001110110011110,11010010111111000,10011110011000100,01110111100110100,11011101010010010,00011101101101001,11000100111010101,10010001110100111,00110100011110011,01111000010101101,11001110000100011,10101001001111100,10100111010001001
01000110011100111,01111001010110110,00110010110110011,10011110010010101,01011000101011111,01111011001000001,11010101101110000,10100011100100111,00110111001011110,00011101000101011,01111110100101100,01100101110011001,11010011110001010,10110000011101101,10101100111000010,11101010000111010,00001011111111100
00100111010101100,10010111001101011,01010010011110101,10100000100110111,01011011100011111,10111110010010010,10001001011011101,01101100001000111,11011001000100100,01110001001111010,11001110101111000,01001101110110011,00111011101100001,11110100110001001,11100011111000110,00011000111101110,00010101101010100
11001100010100011,10000011101111001,11010100101001000,01111001101100001,11100101100110100,10110000111110010,10110111001000111,01010001110011111,11111010000011001,01100010001101110,00101111110001010,01010111011110000,00101100011011101,11001001001010010,10011001010101100,11001010111000100,00011110100110110
11001101100010110,00001001110101101,00101110000111110,10111111010000100,01111100010110001,01100101111001010,00010111010011111,01000111001100100,11110011100111001,10011101001101011,10100001011110111,10000110110100011,11001010011011001,10010100101011100,00011011111110010,01111010101000111,11010000010101110
01100101001001111,11011011000100011,10101001111010011,10010111110000110,01111110010010101,00110011110101001,10101101010101100,01001010011001010,00001110100111111,10011110001001001,10110010001111110,11000010111100101,01111100101100010,11100111100011000,00000111011110000,11010100010111011,01011001101011100
11110011000010110,11011101010100001,11000011110001101,10110001111011000,01011010101010001,01101111001001000,10001110011010010,10110110100101011,01111100110001110,00010101001011111,01001001100111010,01100000011101011,11100100101110100,00010111111100110,00101011010110101,10011010001101100,10101001101000111
01100000100111110,01111110101000100,10100111101011000,11111101000010010,00100101011000111,10011001011110100,10001110001110111,01110010011011011,00111100110111001,10011011100001111,01001111010011100,11101011110100001,10110110010101100,11001100111001010,11010100110010101,01010101001101001,00010111110110010
00011100111111110,10100100101101001,00101001100011111,10011010011001101,11101100010010011,11110001111010100,01100111010101100,10010111000011010,11011001000100111,01000001011111011,01000110101010111,00110010110100011,01111010001001010,01011101110001001,10001111111000010,11001010100111000,00111111001110001
