110101111010,100101011101,010110101100,010110011011,001101001110,011101110101,111011011000,000011111111,110011000111,101111101001,111000101111,101110110110
010110101110,111000101101,000011111000,010001011011,101110011001,101011001110,011011010101,100010110111,111101110010,001111100011,110111000001,000101011101
111001110010,101011101110,111010001001,101001010111,011111010100,110101001100,100110011010,110110100111,010011001011,001101101001,011000111110,100011111101
100100111010,000001001011,000110010111,110101100101,101010101101,111100000011,010111001110,011011110010,110111011001,110000011110,011100111101,101101010100
011111101000,010100001111,110101011010,001100110011,000010111011,110010100110,100100111100,111000111001,110110010001,011010010100,010001110101,101011001111
110011001011,111100011100,011111100000,100110101110,101011111010,100101111001,001100111011,010010110101,111001100111,010001011110,001011001101,100111010111
100100111010,110000011101,010100100111,101001100111,100110001011,111111101100,011010111011,001110010110,110011010010,011101011011,101111110001,000011111101
101010001101,011010011011,100011001011,110100110101,111101011110,001100101011,101010110010,111011101000,010110000110,000011111110,011001100111,001111010001
011011010101,010000111111,110101000011,011101010010,101011101010,111000110001,101100011101,110110011000,110101100100,011110101001,000101111001,000110110111
010111100011,101111101001,110011110100,110100100101,110000011011,010010001101,000101011111,011001101110,011101010001,101011000111,111110001110,001010110111
111001011011,101010101010,110110011000,101101011110,111101100000,010011000110,001111001011,111110010101,011100110010,110100101111,001011111101,100111110011
000010111100,110100110010,110111001100,010001011011,110001110101,011010000111,001111010001,011110101001,101011101010,101000011101,011001111100,000101101111
111001101101,110101101010,111100010010,010100111100,100010110001,100101010101,010011011001,010001110110,011111100000,010110000111,101011011110,001101111011
100101011011,110011101000,010110001011,101010101111,110000000101,111101100110,000011010110,111110011100,011001011101,010000111110,000111110101,111010110011
000101001110,001111101001,110001101011,111100001101,101001100100,101101010011,011100100010,011001010101,001010111111,111011011000,111011000111,110110110100
111000111001,100100001010,110011001001,000110110011,111001100010,111010000111,010100101111,101111100101,110101010101,011111011000,001001011111,100010111100
011111110000,111000010110,000011110011,111011001010,110001101100,011010111101,010111000101,011001100011,101001010001,110100111011,001101011110,101110100111
111001010110,010000101011,011011011001,001100011111,101111000011,101010110001,011110101000,100011111010,110101111001,110010001101,010111110101,001001101101
010111001111,110110000001,100000101111,101010011010,111101101100,111001000011,101001010101,011010111001,000101111011,110011110110,011100010110,001111100111
111010001000,011000111111,100011010101,110101010011,010111111000,011111000101,111110110110,110001101110,100110001111,001101011110,101011100011,101100101101
111101100001,101011110011,001011001101,111000111100,100110101101,110001010101,000100111111,011010100111,111110011011,110011101010,010111110000,101101000110
010010111111,111110100001,011011010100,101001110011,000111001011,011101101010,101010101110,101100010111,000110110010,110010011010,100101111100,110001100110
000111100101,100010010111,111011000001,010110011011,110010111001,110110001100,101111101010,011110100110,010001101111,101100011101,011011011100,110101110010
101001110111,001101001100,010101010101,110101010010,100110100101,111010010100,001111010001,011110100110,000110011111,110011001011,111100111001,000011111000
111011011110,101010111011,111110001101,100101011001,110001100010,001101000111,010000111111,010110010011,111100110100,000111101100,100011010101,011011110001
110100100011,110101001101,011010001011,111000111100,010111101010,001001101011,011101010001,001101010110,100011011011,101110001000,111011100101,000110111101
000110010011,110010110000,101111010110,000111011100,011011001010,110000011111,011001110101,011100101110,101101111001,111110000101,100011100111,001010111101
011011001101,100011110100,001101111100,011111110000,010110101110,100111101001,110001011010,000111011111,110101010101,101110011100,101101000110,101000110011
010010001111,010011110010,100110100100,011000100011,100001101111,011111101000,111101001110,111011010101,101010011010,100111000011,110100111001,001101010111
001100101100,101001001010,000111001111,100111110011,010101100010,011110010110,000001110111,001101011001,110011111100,011010101011,110100011111,111001000101
