111001111001,001101100101,110011100110,011111010100,010011001101,010110110011,001010010111,011100101110,101111001010,111100000101,100101011111,100110111100
110111010010,010100011111,111010000011,111101001001,111010111100,100011011101,001111001010,110001101110,101101110111,100110101001,010111100101,010001111011
010111101110,000101111101,110110011000,000010111011,011111001001,101110100101,101101101010,110000101101,110101000011,011100010110,111011110000,101011011110
011110000110,010010111010,111001010110,001101101010,110101001011,001010011101,111111010000,111000110011,100100111100,010101110101,100011100111,111001101100
100010111011,111110010100,110001100111,101001001101,011110101001,111001110010,100111001010,011011001110,010100011011,010101111100,101100101110,001111110111
011100111100,011011011100,011111100001,001010111001,011110010111,101101010001,111001110010,111000001111,110110011010,110010110101,000101111111,101110100110
010010011011,001000110111,001101011100,100110111001,011110101010,110100010110,011111110101,101111000111,111000001101,010101101111,111001110011,100011101110
001110111111,010011110111,000111001001,011001001111,101011100100,010101011100,001101010010,100010011110,101001111001,100100100111,111110010101,111110101010
001011001100,110101101100,100101010010,010101001011,110000011110,011101110100,011001111010,101100011001,000110111111,110011110001,101001100111,111110100010
010111000111,110010111011,110001001001,010111101000,110100001110,110101110100,101110011101,011001011110,000101111111,101101010010,101011100110,011100100001
001011010010,011101101001,110001110100,110110011010,100011001011,101111001100,010101000111,011000101110,100110100010,111010010101,101100011011,000110111101
100110111110,110101011011,011110001111,010011100010,110000101101,111110100000,111010010011,010100110100,110011011100,101001100110,001011111001,100111000101
111110001111,100101001011,100000110111,001100111001,110110011001,110101101100,101011010101,111011101010,111101010010,010001011111,010111100011,000111011110
010100100110,101101001100,111100101011,110101110001,101110010111,011110101101,101011100010,110011000111,011111011010,110010111100,001001111111,000111101011
101100010111,111110001101,001011011110,011000110101,011001001011,010101011111,011111010000,100011100101,001110101011,111101100110,110010111010,101101111000
101110010010,111000110101,010100110011,011010011111,110011000110,100001001011,011111010001,000011111000,011101101110,111010101000,001011100011,100110101101
100100111011,011101111000,110110010001,111110100010,000111101100,101011110001,101110011110,010010111111,111100101101,011111001011,110001000110,001101110111
010101101100,110011011101,111011100001,010001110011,110100110100,101000101111,100011110110,011010111110,100110101011,001111010101,110110000111,111101011010
101001111000,111010001110,010011111110,011000011001,100010011011,001111001000,001101100111,111011100011,110101001101,110100101010,111101010010,111110110100
110101011110,111000111010,000111011001,011101000011,001110001110,101010010111,011011010100,010110110111,000001111111,011000001101,101101100100,110011101011
111111100010,001010111010,011110010110,011101011001,100010001001,011100101100,010100110011,110001011110,000111111100,001101001111,101100110101,011011100101
001010101010,010100011110,111011001011,101000011111,111101100110,011001101101,001111010101,000001110011,100101101101,010010100111,111110110001,110011111100
110010110010,100110110001,011101010011,010011100101,010101111000,111010011101,101001010110,111100100100,001110011110,110100001111,001000111111,101011101011
011101110001,111111000011,001101001001,111000011101,010011011100,100110010101,100011111011,111110101000,101101110110,010100101111,011100011010,001010100111
011010011011,101010100011,111110001001,000101111001,110001101010,010101000111,010010101101,010110110010,111000110101,101110011110,100011010001,011011100100
001111000111,101110111110,011001111110,110111110010,101101110001,011010110101,111111000100,111011101011,000111101101,110100001111,100011011101,011110011001
110100001011,100110111001,100101100101,111001111000,111111001000,001101010011,111010010111,101011101011,101100011110,010011011101,010111110010,011100101101
011110111101,101011101100,100100111010,010010101110,110010110000,101010001011,110001011101,010111101001,111100100101,001001110011,011111010010,100111010111
011010010011,101100010110,011100111101,111001111000,110100110001,000101001011,001111100100,111001000101,010111011100,100011110111,101110011001,110010101110
101101110000,111010010110,010110111000,001001111111,110100001101,010101000110,001111001100,111011100011,100011111110,010011010101,100111011011,000110100111
