Score: 288.0, Count: 1
Score: 284.0, Count: 1
Score: 278.0, Count: 1
Score: 275.0, Count: 1
Score: 272.0, Count: 3
Score: 270.0, Count: 1
Score: 264.0, Count: 1
Score: 260.0, Count: 2
Score: 256.0, Count: 2
Score: 255.0, Count: 1
Score: 254.0, Count: 1
Score: 252.0, Count: 2
Score: 248.0, Count: 1
Score: 245.0, Count: 1
Score: 240.0, Count: 1
