Score: 1458.0, Count: 1
Score: 882.0, Count: 1
Score: 769.0, Count: 1
Score: 744.0, Count: 1
Score: 726.0, Count: 1
Score: 721.0, Count: 1
Score: 720.0, Count: 1
Score: 708.0, Count: 1
Score: 696.0, Count: 1
Score: 693.0, Count: 1
Score: 675.0, Count: 1
Score: 672.0, Count: 2
Score: 669.0, Count: 1
Score: 666.0, Count: 1
