011100010111100,001101100001111,101100101110010,100111010011010,000110011100111,110001000110111,011010110010011,101010001011101,110000111001110,111101011000001,101011110100100,011011001101010,010111101010100,000001111111001,110110100101001
101110001011001,100111000100111,011010011100011,110111111000000,111010100001110,000011101111010,010011010011101,101001110101001,101001011010110,001110110110100,011101001101100,110100010111010,011101100010011,110000101110101,000100111001111
011101100010101,101000111001101,010000110111011,100011000011111,000101011111100,010110011000111,001011111010010,100110101110001,011011001101001,110001101100110,101101010100011,111100001011010,001110100101110,110111110001000,111010010110100
011011000011011,000000101111111,010110011010110,111000111011000,100011010111100,100011111000011,001110110110001,111000010100111,001101011001101,110101001110001,110110100001101,101110001101010,010101110101010,101101100010110,011011101100100
111010010001101,100100001101111,101001111101000,110101100011100,010111011100100,110011100100011,111100010110010,001101110000111,010001011011011,100010111010110,101111001010001,011110101001010,000110110111001,001011000111110,011000101110101
101011101110010,101110010000110,011010000111100,110000101001110,010011110010111,100010110101001,111101100100101,110101010111010,001100100011011,011111111001000,111000011010001,100111001011101,000100111110100,001001011101111,010110001100011
101010100011010,011011000101100,010110001010110,000101010111010,101100001101111,100111101100000,100011011011101,001001111000110,110100110001100,111111010000011,011101101011001,001110110110101,110001100110111,111000011110000,010010111101011
011000111011101,100100110110111,001010011110010,011111110000110,101100101001010,101011000011111,110001011101110,111001100110000,110110010011000,111110001100101,100011111000001,000111101111100,010101001010011,001101010101001,010010100101011
101101111000011,110101001110101,001001010111111,100000101011110,010110011011011,110011010000110,011011101001101,111000011101000,011100110010100,100110110101101,000011111110000,111010100110011,010101100101010,101111000011000,001110001100110
100011101111010,010001001100111,001001110110001,001010101001101,100101110001111,010100111101000,010111000011001,111000011011011,111101101010100,100110011110101,001111011000010,001100000111110,111110100100011,111011010101100,010010110010110
010111011100001,001111101010010,100101110110100,101010001110101,010011000111110,100001011011011,000010111111000,110010111000110,011100011011100,000100101101111,110110100011001,111001101101000,001011110001101,101110010101010,011000110110011
011001110100011,101101000111001,100010100101111,110111010000101,110100110011010,101011111001000,000101011101110,110001001001011,011011000011110,110001101110100,011100101001101,111110001100010,000111101010011,010010011111001,101000011010111
010101011001100,111011111010000,000011010011011,001111001110110,000100111110001,110111000100001,011110101001011,010010110100110,100001101000111,110000001111010,100110100011100,101101110101010,111100010010111,101010011101101,011001100111101
010010010111011,010011101000111,001010101110010,010100101111100,100111100011010,001110110010101,001111001101001,101000001011111,111001100110001,011101011010010,100011011110100,111010111001000,001001110101110,100100111100011,111110000100110
